0,player_A1,player_A2,player_A3,player_A4,player_A5,player_A6,score_A,player_B1,player_B2,player_B3,player_B4,player_B5,player_B6,score_B
239,P00001,P00037,P00079,P00016,P00022,P00141,P00097,P00048,P00147,P00046,P00119,P00013,3.0,0.0
240,P00022,P00039,P00120,P00008,P00088,P00043,P00009,P00045,P00015,P00065,P00046,P00013,0.0,2.0
241,P00131,P00066,P00043,P00091,P00097,P00149,P00001,P00004,P00096,P00038,P00045,P00125,0.0,0.0
242,P00126,P00016,P00147,P00119,P00065,P00063,P00095,P00070,P00035,P00074,P00001,P00036,0.0,4.0
243,P00069,P00129,P00099,P00042,P00077,P00053,P00108,P00052,P00015,P00027,P00104,P00064,2.0,0.0
244,P00015,P00140,P00038,P00066,P00054,P00059,P00006,P00010,P00127,P00068,P00135,P00093,1.0,0.0
245,P00123,P00009,P00054,P00108,P00086,P00047,P00147,P00139,P00146,P00100,P00006,P00063,0.0,1.0
246,P00013,P00087,P00077,P00006,P00072,P00092,P00029,P00019,P00115,P00015,P00097,P00033,4.0,0.0
247,P00076,P00078,P00097,P00022,P00074,P00141,P00006,P00065,P00053,P00100,P00036,P00041,0.0,2.0
248,P00097,P00002,P00073,P00077,P00075,P00135,P00130,P00087,P00045,P00037,P00110,P00093,2.0,0.0
249,P00132,P00005,P00010,P00110,P00129,P00070,P00079,P00093,P00136,P00042,P00139,P00081,1.0,0.0
250,P00047,P00050,P00139,P00141,P00106,P00109,P00055,P00062,P00146,P00133,P00115,P00107,0.0,1.0
251,P00001,P00038,P00012,P00143,P00069,P00123,P00098,P00055,P00040,P00126,P00147,P00141,0.0,3.0
252,P00005,P00022,P00024,P00055,P00073,P00063,P00035,P00130,P00121,P00128,P00060,P00136,4.0,0.0
253,P00066,P00070,P00034,P00022,P00128,P00041,P00049,P00137,P00149,P00003,P00071,P00060,0.0,0.0
254,P00123,P00027,P00048,P00050,P00013,P00091,P00030,P00054,P00133,P00138,P00100,P00107,0.0,0.0
255,P00052,P00043,P00031,P00045,P00011,P00055,P00143,P00058,P00051,P00083,P00094,P00070,0.0,0.0
256,P00144,P00117,P00125,P00149,P00021,P00071,P00013,P00047,P00055,P00058,P00091,P00035,0.0,4.0
257,P00007,P00050,P00082,P00048,P00138,P00097,P00149,P00061,P00033,P00117,P00126,P00118,0.0,3.0
258,P00004,P00097,P00055,P00077,P00078,P00084,P00060,P00030,P00146,P00010,P00103,P00045,0.0,1.0
259,P00143,P00117,P00090,P00136,P00094,P00125,P00124,P00126,P00033,P00111,P00106,P00121,0.0,3.0
260,P00034,P00008,P00030,P00011,P00036,P00086,P00038,P00143,P00006,P00047,P00093,P00048,0.0,2.0
261,P00106,P00069,P00046,P00020,P00004,P00059,P00096,P00140,P00108,P00144,P00068,P00030,0.0,1.0
262,P00088,P00071,P00032,P00004,P00075,P00013,P00112,P00101,P00123,P00148,P00043,P00145,2.0,0.0
263,P00124,P00141,P00135,P00081,P00049,P00050,P00054,P00083,P00039,P00016,P00093,P00048,2.0,0.0
264,P00142,P00042,P00079,P00060,P00141,P00045,P00012,P00035,P00049,P00013,P00025,P00031,4.0,0.0
265,P00063,P00048,P00115,P00011,P00020,P00008,P00023,P00054,P00121,P00091,P00022,P00018,5.0,0.0
266,P00055,P00010,P00019,P00033,P00118,P00116,P00143,P00148,P00103,P00034,P00085,P00091,3.0,0.0
267,P00031,P00061,P00036,P00006,P00030,P00123,P00141,P00078,P00048,P00096,P00099,P00045,0.0,1.0
268,P00044,P00130,P00116,P00011,P00051,P00144,P00132,P00041,P00140,P00007,P00014,P00013,0.0,1.0
269,P00084,P00118,P00136,P00037,P00145,P00034,P00079,P00134,P00067,P00071,P00021,P00092,0.0,3.0
270,P00058,P00049,P00012,P00150,P00030,P00102,P00006,P00126,P00072,P00105,P00003,P00039,2.0,0.0
271,P00020,P00085,P00031,P00102,P00137,P00136,P00062,P00135,P00040,P00056,P00110,P00052,2.0,0.0
272,P00013,P00045,P00022,P00058,P00078,P00131,P00046,P00143,P00020,P00064,P00120,P00118,3.0,0.0
273,P00025,P00016,P00112,P00077,P00037,P00097,P00143,P00010,P00107,P00109,P00043,P00017,0.0,2.0
274,P00018,P00104,P00093,P00130,P00079,P00108,P00119,P00075,P00069,P00089,P00129,P00116,0.0,3.0
275,P00127,P00090,P00091,P00106,P00141,P00015,P00035,P00137,P00119,P00063,P00017,P00055,0.0,5.0
276,P00097,P00021,P00069,P00104,P00140,P00124,P00131,P00045,P00111,P00078,P00091,P00147,0.0,4.0
277,P00076,P00143,P00054,P00093,P00053,P00127,P00070,P00020,P00040,P00022,P00046,P00065,0.0,7.0
278,P00109,P00146,P00081,P00030,P00132,P00048,P00076,P00074,P00111,P00138,P00140,P00024,0.0,2.0
279,P00051,P00102,P00021,P00031,P00101,P00048,P00132,P00117,P00011,P00024,P00108,P00094,1.0,0.0
280,P00068,P00097,P00005,P00126,P00046,P00033,P00026,P00091,P00075,P00001,P00014,P00133,3.0,0.0
281,P00116,P00061,P00115,P00141,P00114,P00081,P00031,P00040,P00144,P00087,P00104,P00070,0.0,1.0
282,P00117,P00025,P00010,P00069,P00088,P00142,P00094,P00073,P00031,P00109,P00101,P00095,0.0,4.0
283,P00042,P00049,P00069,P00137,P00081,P00004,P00024,P00110,P00045,P00041,P00058,P00063,0.0,3.0
284,P00005,P00004,P00030,P00078,P00072,P00146,P00007,P00009,P00137,P00074,P00144,P00149,0.0,1.0
285,P00005,P00014,P00096,P00006,P00095,P00026,P00135,P00021,P00032,P00112,P00020,P00048,1.0,0.0
286,P00003,P00091,P00107,P00086,P00139,P00125,P00070,P00056,P00036,P00114,P00076,P00135,0.0,8.0
287,P00041,P00112,P00061,P00030,P00009,P00054,P00078,P00116,P00042,P00015,P00100,P00120,0.0,2.0
288,P00075,P00038,P00018,P00010,P00016,P00061,P00135,P00017,P00143,P00080,P00042,P00062,0.0,5.0
289,P00010,P00120,P00020,P00080,P00051,P00053,P00115,P00110,P00099,P00034,P00009,P00017,3.0,0.0
290,P00143,P00006,P00059,P00132,P00122,P00129,P00063,P00150,P00003,P00142,P00051,P00104,0.0,1.0
291,P00091,P00022,P00101,P00068,P00027,P00115,P00150,P00065,P00136,P00125,P00069,P00024,0.0,2.0
292,P00049,P00058,P00131,P00001,P00087,P00052,P00051,P00023,P00077,P00127,P00032,P00137,4.0,0.0
293,P00039,P00108,P00121,P00050,P00113,P00107,P00018,P00061,P00140,P00011,P00129,P00068,0.0,4.0
294,P00058,P00088,P00031,P00106,P00044,P00062,P00002,P00116,P00147,P00096,P00142,P00104,2.0,0.0
295,P00088,P00110,P00105,P00030,P00095,P00080,P00032,P00137,P00087,P00109,P00135,P00131,0.0,0.0
296,P00117,P00002,P00031,P00129,P00099,P00093,P00036,P00064,P00141,P00092,P00132,P00068,1.0,0.0
297,P00048,P00050,P00067,P00034,P00013,P00024,P00065,P00100,P00112,P00006,P00069,P00078,0.0,4.0
298,P00111,P00010,P00008,P00050,P00091,P00100,P00124,P00140,P00119,P00066,P00069,P00108,0.0,3.0
299,P00116,P00107,P00017,P00127,P00001,P00026,P00108,P00033,P00038,P00131,P00029,P00028,0.0,3.0
300,P00056,P00053,P00143,P00137,P00046,P00125,P00042,P00059,P00116,P00058,P00118,P00147,0.0,4.0
301,P00052,P00099,P00028,P00061,P00004,P00125,P00150,P00148,P00130,P00032,P00113,P00017,0.0,3.0
302,P00008,P00017,P00119,P00004,P00011,P00030,P00060,P00090,P00009,P00072,P00084,P00082,0.0,6.0
303,P00067,P00024,P00133,P00106,P00026,P00121,P00132,P00129,P00143,P00039,P00028,P00113,0.0,3.0
304,P00063,P00098,P00033,P00068,P00114,P00149,P00006,P00138,P00029,P00150,P00059,P00039,3.0,0.0
305,P00138,P00130,P00075,P00131,P00067,P00003,P00093,P00015,P00018,P00121,P00120,P00013,3.0,0.0
306,P00007,P00125,P00145,P00115,P00098,P00028,P00094,P00035,P00111,P00110,P00126,P00006,0.0,0.0
307,P00022,P00133,P00140,P00113,P00101,P00048,P00062,P00038,P00096,P00108,P00039,P00051,0.0,0.0
308,P00094,P00008,P00034,P00080,P00115,P00138,P00145,P00031,P00078,P00097,P00056,P00012,0.0,3.0
309,P00116,P00135,P00088,P00093,P00141,P00059,P00083,P00079,P00010,P00107,P00124,P00017,3.0,0.0
310,P00116,P00120,P00129,P00084,P00118,P00055,P00132,P00146,P00047,P00139,P00145,P00109,4.0,0.0
311,P00082,P00001,P00040,P00129,P00126,P00055,P00027,P00056,P00078,P00128,P00034,P00115,2.0,0.0
312,P00033,P00015,P00063,P00060,P00118,P00114,P00098,P00134,P00069,P00104,P00144,P00043,4.0,0.0
313,P00138,P00143,P00034,P00030,P00084,P00093,P00118,P00110,P00046,P00120,P00061,P00081,0.0,0.0
314,P00114,P00125,P00145,P00130,P00117,P00102,P00071,P00118,P00044,P00031,P00133,P00018,0.0,1.0
315,P00071,P00002,P00067,P00095,P00092,P00117,P00077,P00107,P00004,P00144,P00010,P00121,6.0,0.0
316,P00135,P00043,P00023,P00117,P00144,P00136,P00003,P00109,P00080,P00054,P00141,P00097,0.0,1.0
317,P00071,P00051,P00011,P00112,P00028,P00040,P00124,P00070,P00061,P00063,P00009,P00120,0.0,3.0
318,P00030,P00011,P00093,P00136,P00010,P00095,P00080,P00008,P00149,P00064,P00047,P00086,0.0,3.0
319,P00126,P00099,P00097,P00056,P00096,P00109,P00043,P00127,P00124,P00054,P00005,P00024,0.0,0.0
320,P00048,P00103,P00122,P00140,P00061,P00135,P00049,P00128,P00148,P00082,P00139,P00090,0.0,0.0
321,P00016,P00050,P00052,P00150,P00018,P00002,P00083,P00130,P00110,P00135,P00053,P00057,0.0,0.0
322,P00127,P00035,P00116,P00122,P00036,P00123,P00095,P00038,P00074,P00075,P00098,P00067,0.0,3.0
323,P00134,P00079,P00089,P00069,P00141,P00126,P00061,P00010,P00142,P00087,P00031,P00052,1.0,0.0
324,P00084,P00105,P00113,P00135,P00106,P00013,P00077,P00093,P00119,P00026,P00102,P00016,1.0,0.0
325,P00055,P00073,P00113,P00067,P00030,P00066,P00036,P00111,P00084,P00019,P00091,P00122,1.0,0.0
326,P00040,P00004,P00079,P00069,P00144,P00047,P00088,P00081,P00125,P00067,P00058,P00087,0.0,1.0
327,P00132,P00099,P00145,P00073,P00026,P00044,P00055,P00065,P00110,P00116,P00076,P00144,0.0,1.0
328,P00075,P00050,P00122,P00048,P00148,P00008,P00106,P00053,P00108,P00115,P00132,P00128,3.0,0.0
329,P00040,P00041,P00008,P00114,P00022,P00053,P00074,P00003,P00134,P00133,P00084,P00096,2.0,0.0
330,P00100,P00017,P00112,P00029,P00008,P00069,P00055,P00015,P00016,P00059,P00139,P00116,1.0,0.0
331,P00043,P00131,P00097,P00009,P00105,P00012,P00080,P00040,P00008,P00078,P00124,P00013,0.0,3.0
332,P00012,P00101,P00082,P00103,P00138,P00097,P00110,P00046,P00005,P00078,P00017,P00137,0.0,4.0
333,P00136,P00135,P00011,P00061,P00117,P00090,P00093,P00046,P00024,P00020,P00142,P00105,0.0,5.0
334,P00038,P00083,P00017,P00034,P00014,P00009,P00032,P00148,P00116,P00089,P00013,P00123,0.0,1.0
335,P00040,P00004,P00014,P00082,P00071,P00006,P00125,P00020,P00032,P00036,P00002,P00143,0.0,2.0
336,P00139,P00119,P00146,P00011,P00141,P00004,P00118,P00093,P00110,P00038,P00033,P00063,0.0,3.0
337,P00135,P00104,P00080,P00011,P00059,P00079,P00053,P00004,P00039,P00133,P00026,P00137,3.0,0.0
338,P00036,P00096,P00134,P00105,P00042,P00100,P00046,P00070,P00018,P00084,P00080,P00068,0.0,2.0
339,P00014,P00113,P00120,P00017,P00137,P00139,P00064,P00150,P00080,P00098,P00145,P00058,0.0,5.0
340,P00147,P00036,P00098,P00002,P00082,P00012,P00150,P00062,P00045,P00085,P00013,P00127,1.0,0.0
341,P00104,P00073,P00002,P00052,P00112,P00060,P00094,P00012,P00063,P00036,P00084,P00147,1.0,0.0
342,P00077,P00067,P00105,P00140,P00088,P00137,P00068,P00042,P00013,P00107,P00131,P00061,1.0,0.0
343,P00049,P00128,P00077,P00036,P00074,P00097,P00130,P00015,P00039,P00086,P00072,P00105,1.0,0.0
344,P00023,P00104,P00147,P00037,P00029,P00053,P00094,P00101,P00111,P00052,P00074,P00064,0.0,1.0
345,P00148,P00150,P00006,P00110,P00001,P00007,P00073,P00084,P00003,P00092,P00068,P00012,0.0,3.0
346,P00069,P00096,P00139,P00135,P00001,P00030,P00125,P00005,P00053,P00089,P00083,P00024,0.0,2.0
347,P00045,P00046,P00024,P00143,P00093,P00070,P00026,P00004,P00061,P00077,P00073,P00097,4.0,0.0
348,P00120,P00125,P00140,P00117,P00078,P00062,P00063,P00052,P00081,P00112,P00050,P00096,1.0,0.0
349,P00072,P00048,P00149,P00150,P00084,P00060,P00064,P00137,P00145,P00133,P00045,P00093,3.0,0.0
350,P00019,P00062,P00116,P00125,P00027,P00047,P00119,P00111,P00082,P00036,P00038,P00028,3.0,0.0
351,P00118,P00037,P00044,P00048,P00038,P00040,P00120,P00012,P00087,P00093,P00072,P00021,1.0,0.0
352,P00112,P00146,P00028,P00001,P00068,P00073,P00024,P00119,P00120,P00063,P00140,P00150,0.0,0.0
353,P00021,P00145,P00112,P00118,P00001,P00038,P00138,P00024,P00026,P00131,P00126,P00046,0.0,2.0
354,P00068,P00127,P00057,P00136,P00062,P00135,P00029,P00038,P00002,P00059,P00022,P00115,0.0,2.0
355,P00141,P00147,P00077,P00060,P00078,P00068,P00073,P00059,P00017,P00101,P00083,P00145,2.0,0.0
356,P00114,P00072,P00119,P00080,P00086,P00063,P00033,P00047,P00027,P00035,P00058,P00012,0.0,1.0
357,P00096,P00006,P00023,P00048,P00072,P00101,P00045,P00082,P00062,P00046,P00075,P00111,0.0,3.0
358,P00080,P00012,P00146,P00036,P00129,P00130,P00121,P00100,P00114,P00147,P00059,P00076,2.0,0.0
359,P00114,P00016,P00093,P00060,P00063,P00096,P00103,P00118,P00084,P00019,P00018,P00070,0.0,0.0
360,P00001,P00009,P00069,P00059,P00077,P00105,P00120,P00076,P00090,P00093,P00139,P00095,3.0,0.0
361,P00095,P00020,P00018,P00148,P00047,P00061,P00118,P00041,P00108,P00028,P00037,P00027,0.0,1.0
362,P00069,P00032,P00042,P00139,P00057,P00110,P00084,P00040,P00078,P00064,P00027,P00030,0.0,5.0
363,P00059,P00091,P00007,P00126,P00003,P00127,P00066,P00054,P00023,P00101,P00032,P00102,0.0,0.0
364,P00057,P00143,P00149,P00082,P00130,P00018,P00088,P00027,P00069,P00011,P00038,P00019,0.0,2.0
365,P00064,P00123,P00106,P00094,P00021,P00124,P00065,P00114,P00045,P00145,P00031,P00135,0.0,8.0
366,P00031,P00069,P00001,P00075,P00127,P00037,P00133,P00141,P00012,P00118,P00107,P00010,3.0,0.0
367,P00108,P00109,P00099,P00114,P00062,P00130,P00034,P00131,P00095,P00102,P00149,P00029,2.0,0.0
368,P00130,P00050,P00051,P00140,P00072,P00107,P00036,P00145,P00007,P00054,P00052,P00102,2.0,0.0
369,P00080,P00115,P00098,P00067,P00084,P00116,P00134,P00057,P00037,P00072,P00089,P00043,0.0,0.0
370,P00004,P00057,P00090,P00144,P00083,P00075,P00102,P00027,P00120,P00066,P00012,P00095,0.0,2.0
371,P00046,P00141,P00070,P00051,P00018,P00059,P00055,P00090,P00008,P00112,P00098,P00033,1.0,0.0
372,P00035,P00001,P00018,P00122,P00094,P00007,P00066,P00142,P00126,P00135,P00058,P00053,0.0,4.0
373,P00037,P00032,P00118,P00103,P00053,P00150,P00144,P00007,P00021,P00124,P00002,P00147,0.0,0.0
374,P00122,P00131,P00102,P00114,P00063,P00144,P00036,P00008,P00108,P00135,P00101,P00011,3.0,0.0
375,P00142,P00131,P00149,P00003,P00067,P00145,P00114,P00043,P00139,P00007,P00004,P00113,0.0,1.0
376,P00056,P00129,P00016,P00051,P00048,P00047,P00029,P00024,P00010,P00113,P00072,P00042,1.0,0.0
377,P00070,P00075,P00150,P00055,P00024,P00057,P00045,P00077,P00069,P00147,P00097,P00132,4.0,0.0
378,P00041,P00118,P00106,P00027,P00076,P00110,P00071,P00035,P00112,P00128,P00085,P00038,2.0,0.0
379,P00084,P00016,P00038,P00110,P00148,P00131,P00035,P00083,P00141,P00001,P00114,P00040,0.0,3.0
380,P00050,P00043,P00028,P00044,P00131,P00042,P00005,P00149,P00126,P00109,P00142,P00002,0.0,2.0
381,P00038,P00009,P00137,P00105,P00083,P00078,P00108,P00024,P00003,P00138,P00081,P00101,2.0,0.0
382,P00004,P00074,P00016,P00105,P00046,P00010,P00124,P00064,P00075,P00100,P00110,P00025,0.0,3.0
383,P00025,P00148,P00043,P00073,P00077,P00137,P00147,P00106,P00024,P00092,P00121,P00126,2.0,0.0
384,P00146,P00149,P00022,P00052,P00039,P00140,P00029,P00137,P00141,P00048,P00043,P00123,0.0,0.0
385,P00058,P00115,P00104,P00055,P00011,P00062,P00109,P00065,P00107,P00150,P00095,P00002,0.0,6.0
386,P00054,P00069,P00149,P00012,P00079,P00007,P00132,P00145,P00042,P00043,P00143,P00023,1.0,0.0
387,P00017,P00022,P00044,P00150,P00147,P00096,P00129,P00059,P00051,P00099,P00101,P00114,0.0,3.0
388,P00054,P00126,P00139,P00118,P00016,P00019,P00143,P00129,P00114,P00134,P00029,P00117,0.0,6.0
389,P00027,P00079,P00123,P00084,P00018,P00017,P00041,P00091,P00019,P00066,P00042,P00069,1.0,0.0
390,P00114,P00086,P00099,P00028,P00132,P00094,P00074,P00059,P00104,P00024,P00102,P00143,0.0,2.0
391,P00038,P00150,P00043,P00092,P00040,P00054,P00082,P00129,P00009,P00138,P00020,P00050,0.0,1.0
392,P00095,P00071,P00097,P00060,P00106,P00119,P00140,P00027,P00101,P00070,P00022,P00149,0.0,3.0
393,P00146,P00043,P00080,P00118,P00024,P00006,P00050,P00049,P00002,P00099,P00065,P00128,1.0,0.0
394,P00130,P00108,P00088,P00050,P00075,P00031,P00080,P00006,P00052,P00118,P00015,P00003,1.0,0.0
395,P00033,P00001,P00134,P00063,P00120,P00012,P00076,P00073,P00112,P00114,P00023,P00117,2.0,0.0
396,P00042,P00117,P00065,P00009,P00139,P00034,P00056,P00086,P00125,P00047,P00011,P00146,0.0,1.0
397,P00096,P00100,P00043,P00042,P00060,P00148,P00020,P00046,P00048,P00115,P00058,P00041,0.0,1.0
398,P00132,P00066,P00020,P00094,P00150,P00128,P00043,P00038,P00085,P00127,P00115,P00124,5.0,0.0
399,P00091,P00070,P00016,P00078,P00071,P00118,P00128,P00096,P00132,P00140,P00149,P00107,3.0,0.0
400,P00008,P00134,P00051,P00138,P00084,P00038,P00034,P00116,P00118,P00119,P00041,P00121,3.0,0.0
401,P00037,P00029,P00146,P00131,P00019,P00092,P00033,P00001,P00103,P00109,P00105,P00041,1.0,0.0
402,P00022,P00044,P00068,P00062,P00080,P00014,P00070,P00001,P00097,P00003,P00034,P00114,2.0,0.0
403,P00062,P00045,P00093,P00069,P00014,P00132,P00099,P00109,P00013,P00052,P00089,P00024,0.0,0.0
404,P00132,P00136,P00118,P00066,P00077,P00050,P00144,P00074,P00047,P00013,P00105,P00061,0.0,2.0
405,P00002,P00050,P00112,P00133,P00031,P00061,P00142,P00086,P00103,P00082,P00111,P00046,0.0,0.0
406,P00062,P00108,P00004,P00031,P00135,P00028,P00026,P00091,P00146,P00076,P00001,P00148,2.0,0.0
407,P00043,P00021,P00087,P00027,P00001,P00131,P00044,P00049,P00108,P00005,P00015,P00082,0.0,1.0
408,P00044,P00029,P00096,P00028,P00125,P00123,P00107,P00088,P00040,P00038,P00079,P00075,0.0,2.0
409,P00025,P00001,P00104,P00131,P00048,P00136,P00075,P00111,P00002,P00022,P00094,P00050,0.0,3.0
410,P00093,P00080,P00128,P00009,P00051,P00149,P00002,P00132,P00097,P00023,P00106,P00122,4.0,0.0
411,P00042,P00119,P00108,P00032,P00146,P00016,P00101,P00094,P00038,P00062,P00089,P00091,2.0,0.0
412,P00024,P00026,P00036,P00052,P00079,P00098,P00038,P00008,P00113,P00115,P00009,P00121,4.0,0.0
413,P00112,P00020,P00104,P00036,P00137,P00121,P00030,P00001,P00063,P00119,P00024,P00073,0.0,3.0
414,P00007,P00150,P00059,P00114,P00056,P00099,P00029,P00090,P00065,P00031,P00060,P00020,1.0,0.0
415,P00008,P00043,P00050,P00149,P00068,P00141,P00004,P00001,P00006,P00083,P00005,P00077,0.0,0.0
416,P00081,P00038,P00015,P00045,P00003,P00007,P00108,P00122,P00028,P00061,P00082,P00032,2.0,0.0
417,P00037,P00070,P00073,P00093,P00127,P00084,P00038,P00056,P00039,P00059,P00065,P00048,2.0,0.0
418,P00096,P00142,P00044,P00089,P00018,P00072,P00008,P00103,P00033,P00003,P00073,P00063,0.0,3.0
419,P00034,P00070,P00039,P00083,P00118,P00057,P00031,P00011,P00036,P00051,P00019,P00067,0.0,0.0
420,P00143,P00016,P00028,P00105,P00074,P00084,P00140,P00113,P00102,P00135,P00132,P00129,0.0,1.0
421,P00057,P00030,P00094,P00143,P00078,P00131,P00029,P00055,P00014,P00016,P00005,P00148,0.0,2.0
422,P00088,P00061,P00036,P00040,P00123,P00022,P00070,P00098,P00025,P00037,P00077,P00059,0.0,2.0
423,P00008,P00071,P00082,P00030,P00007,P00066,P00025,P00053,P00129,P00005,P00010,P00147,1.0,0.0
424,P00066,P00074,P00021,P00083,P00133,P00034,P00015,P00032,P00008,P00144,P00038,P00071,0.0,1.0
425,P00091,P00096,P00045,P00115,P00018,P00113,P00094,P00014,P00118,P00117,P00086,P00058,0.0,3.0
426,P00144,P00042,P00103,P00078,P00141,P00108,P00082,P00023,P00045,P00072,P00007,P00058,0.0,2.0
427,P00064,P00003,P00052,P00104,P00097,P00120,P00085,P00092,P00030,P00080,P00011,P00039,0.0,4.0
428,P00144,P00033,P00117,P00062,P00077,P00094,P00045,P00020,P00021,P00012,P00055,P00061,0.0,0.0
429,P00034,P00037,P00110,P00004,P00118,P00104,P00143,P00084,P00025,P00080,P00112,P00076,0.0,3.0
430,P00036,P00093,P00075,P00118,P00060,P00090,P00144,P00049,P00095,P00004,P00007,P00125,1.0,0.0
431,P00125,P00013,P00079,P00019,P00150,P00119,P00111,P00053,P00049,P00054,P00103,P00008,0.0,1.0
432,P00030,P00091,P00088,P00096,P00142,P00012,P00082,P00084,P00131,P00083,P00008,P00069,0.0,4.0
433,P00026,P00011,P00058,P00112,P00088,P00050,P00113,P00006,P00060,P00071,P00123,P00034,0.0,1.0
434,P00009,P00109,P00124,P00023,P00024,P00098,P00148,P00130,P00149,P00126,P00003,P00122,2.0,0.0
435,P00010,P00021,P00088,P00046,P00023,P00090,P00147,P00102,P00024,P00131,P00086,P00025,0.0,3.0
436,P00041,P00047,P00070,P00149,P00132,P00127,P00076,P00043,P00129,P00060,P00032,P00142,0.0,0.0
437,P00010,P00036,P00055,P00011,P00099,P00093,P00136,P00014,P00126,P00016,P00095,P00065,0.0,2.0
438,P00129,P00118,P00150,P00099,P00046,P00106,P00060,P00139,P00049,P00133,P00092,P00042,0.0,0.0
439,P00026,P00027,P00050,P00040,P00036,P00120,P00059,P00095,P00105,P00076,P00054,P00048,0.0,1.0
440,P00092,P00095,P00015,P00059,P00084,P00099,P00110,P00083,P00045,P00085,P00102,P00057,5.0,0.0
441,P00019,P00011,P00078,P00030,P00080,P00127,P00092,P00070,P00036,P00102,P00121,P00116,0.0,3.0
442,P00036,P00037,P00055,P00142,P00085,P00013,P00135,P00102,P00082,P00097,P00057,P00136,1.0,0.0
443,P00062,P00079,P00084,P00051,P00122,P00091,P00037,P00128,P00003,P00121,P00144,P00083,2.0,0.0
444,P00112,P00023,P00080,P00061,P00044,P00063,P00030,P00015,P00069,P00122,P00090,P00135,2.0,0.0
445,P00081,P00126,P00089,P00066,P00042,P00117,P00079,P00053,P00054,P00083,P00139,P00111,2.0,0.0
446,P00127,P00074,P00039,P00007,P00090,P00145,P00002,P00077,P00087,P00085,P00026,P00006,0.0,2.0
447,P00011,P00018,P00094,P00122,P00089,P00105,P00034,P00002,P00057,P00031,P00060,P00029,0.0,6.0
448,P00120,P00046,P00005,P00047,P00146,P00138,P00054,P00029,P00022,P00010,P00083,P00037,2.0,0.0
449,P00083,P00085,P00048,P00088,P00030,P00147,P00009,P00011,P00063,P00046,P00039,P00036,0.0,1.0
450,P00009,P00149,P00118,P00120,P00134,P00096,P00011,P00061,P00123,P00076,P00138,P00055,4.0,0.0
451,P00025,P00055,P00137,P00003,P00097,P00050,P00029,P00099,P00110,P00148,P00084,P00101,0.0,4.0
452,P00060,P00125,P00009,P00117,P00146,P00103,P00016,P00039,P00116,P00045,P00118,P00127,0.0,0.0
453,P00019,P00059,P00134,P00049,P00017,P00108,P00064,P00002,P00016,P00043,P00045,P00053,1.0,0.0
454,P00032,P00097,P00047,P00107,P00001,P00025,P00007,P00072,P00092,P00029,P00050,P00006,0.0,3.0
455,P00121,P00130,P00031,P00067,P00113,P00053,P00091,P00042,P00062,P00063,P00103,P00005,0.0,1.0
456,P00058,P00130,P00055,P00034,P00037,P00018,P00139,P00041,P00033,P00092,P00104,P00036,0.0,2.0
457,P00098,P00142,P00011,P00031,P00029,P00112,P00113,P00009,P00041,P00146,P00073,P00082,0.0,2.0
458,P00104,P00127,P00122,P00041,P00043,P00017,P00126,P00074,P00035,P00033,P00008,P00047,0.0,5.0
459,P00107,P00089,P00045,P00060,P00050,P00116,P00009,P00032,P00139,P00081,P00084,P00027,0.0,1.0
460,P00023,P00083,P00089,P00073,P00002,P00085,P00021,P00038,P00067,P00044,P00075,P00144,3.0,0.0
461,P00078,P00060,P00007,P00009,P00121,P00103,P00084,P00113,P00069,P00053,P00061,P00042,1.0,0.0
462,P00101,P00012,P00036,P00041,P00054,P00150,P00121,P00048,P00091,P00075,P00026,P00002,1.0,0.0
463,P00085,P00130,P00046,P00093,P00057,P00023,P00118,P00002,P00033,P00019,P00084,P00132,0.0,5.0
464,P00018,P00138,P00020,P00089,P00104,P00034,P00033,P00135,P00028,P00133,P00049,P00127,0.0,2.0
465,P00052,P00136,P00057,P00128,P00104,P00122,P00029,P00114,P00089,P00146,P00072,P00064,0.0,8.0
466,P00069,P00044,P00126,P00145,P00099,P00042,P00022,P00097,P00108,P00137,P00058,P00078,0.0,3.0
467,P00082,P00024,P00111,P00113,P00081,P00043,P00129,P00144,P00121,P00130,P00147,P00014,0.0,1.0
468,P00007,P00064,P00049,P00002,P00105,P00060,P00057,P00032,P00010,P00026,P00109,P00127,8.0,0.0
469,P00106,P00143,P00110,P00150,P00051,P00105,P00019,P00050,P00055,P00122,P00004,P00145,2.0,0.0
470,P00043,P00028,P00059,P00009,P00010,P00143,P00051,P00030,P00100,P00067,P00060,P00134,0.0,2.0
471,P00023,P00064,P00121,P00109,P00148,P00086,P00122,P00089,P00034,P00116,P00030,P00039,0.0,1.0
472,P00004,P00011,P00086,P00095,P00087,P00125,P00114,P00106,P00084,P00113,P00103,P00138,0.0,3.0
473,P00141,P00053,P00013,P00036,P00084,P00042,P00066,P00058,P00143,P00028,P00035,P00065,0.0,2.0
474,P00130,P00022,P00033,P00048,P00099,P00111,P00027,P00012,P00139,P00083,P00069,P00075,1.0,0.0
475,P00075,P00055,P00146,P00021,P00147,P00093,P00001,P00083,P00076,P00096,P00037,P00029,1.0,0.0
476,P00001,P00011,P00046,P00054,P00128,P00093,P00096,P00071,P00123,P00030,P00143,P00124,0.0,1.0
477,P00115,P00038,P00033,P00005,P00149,P00139,P00047,P00078,P00028,P00058,P00084,P00043,0.0,7.0
478,P00077,P00015,P00113,P00029,P00089,P00060,P00121,P00078,P00119,P00083,P00087,P00125,3.0,0.0
